Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,ID,Document Type,Publication Stage,Access Type,Source,EID,Coder
"Markstrom L.J., Mabbott G.A.",36930723300;8440383700;,Obtaining absorption spectra from single textile fibers using a liquid crystal tunable filter microspectrophotometer,2011,Forensic Science International,209,01-Mar,,108,112,,8,10.1016/j.forsciint.2011.01.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957623776&doi=10.1016%2fj.forsciint.2011.01.014&partnerID=40&md5=207221c408cb7bc1173f5362e9cee3af,"University of Saint Thomas, Chemistry Department, 2115 Summit Ave Mail # 0463, Saint Paul, MN 55105-1048, United States; University of Saint Thomas, Chemistry Department, 2115 Summit Ave/OSS 402, Saint Paul, MN 55105-1048, United States","Markstrom, L.J., University of Saint Thomas, Chemistry Department, 2115 Summit Ave Mail # 0463, Saint Paul, MN 55105-1048, United States; Mabbott, G.A., University of Saint Thomas, Chemistry Department, 2115 Summit Ave/OSS 402, Saint Paul, MN 55105-1048, United States",Absorption spectra; Fiber; Liquid crystal tunable filter; Microspectrophotometer; Textile dyes,dye; polyester; absorption spectroscopy; analytic method; article; artifact; blue light; controlled study; cotton; filter design; forensic science; instrumentation; liquid crystal; liquid crystal tunable filter microspectrophotometer; priority journal; sample size; silk; spectrophotometer; textile fiber; wool,,Article,Final,,Scopus,2-s2.0-79957623776,2013
"Zhou C., Li M., Garcia R., Crawford A., Beck K., Hinks D., Griffis D.P.",8732311100;57199162287;35482235100;54899650200;7202987788;36040626000;7004109560;,Time-of-flight-secondary ion mass spectrometry method development for high-sensitivity analysis of acid dyes in nylon fibers,2012,Analytical Chemistry,84,22,,10085,10090,,11,10.1021/ac3025569,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869446683&doi=10.1021%2fac3025569&partnerID=40&md5=59504610c6841a7e834ef9abe76e5cba,"Analytical Instrumentation Facility, College of Engineering, North Carolina State University, 2410 Campus Shore Drive, Raleigh, NC 27695, United States; Department of Textile Engineering, Chemistry and Science, College of Textiles, North Carolina State University, Raleigh, NC 27695, United States; 9212 Green Level Church Road, Cary, NC 27519, United States","Zhou, C., Analytical Instrumentation Facility, College of Engineering, North Carolina State University, 2410 Campus Shore Drive, Raleigh, NC 27695, United States; Li, M., Department of Textile Engineering, Chemistry and Science, College of Textiles, North Carolina State University, Raleigh, NC 27695, United States; Garcia, R., Analytical Instrumentation Facility, College of Engineering, North Carolina State University, 2410 Campus Shore Drive, Raleigh, NC 27695, United States; Crawford, A., Department of Textile Engineering, Chemistry and Science, College of Textiles, North Carolina State University, Raleigh, NC 27695, United States; Beck, K., Department of Textile Engineering, Chemistry and Science, College of Textiles, North Carolina State University, Raleigh, NC 27695, United States; Hinks, D., Department of Textile Engineering, Chemistry and Science, College of Textiles, North Carolina State University, Raleigh, NC 27695, United States; Griffis, D.P., Analytical Instrumentation Facility, College of Engineering, North Carolina State University, 2410 Campus Shore Drive, Raleigh, NC 27695, United States, 9212 Green Level Church Road, Cary, NC 27519, United States",,Acid dye; Crime scenes; Cross-section analysis; Destructive techniques; Dye loading; Fiber surface; Forensic investigation; High-sensitivity analysis; Ion mass; Ion mass spectrometry; Method development; Minimal sample; Molecular ions; Nylon fiber; Surface contaminations; ToF SIMS; Ion sources; Loading; Polyamides; Rayon; Secondary ion mass spectrometry; Surface analysis; Fibers,,Article,Final,,Scopus,2-s2.0-84869446683,2013
"Yan C., Yang B., Yu Z.",55265330400;24757386400;7404346007;,Terahertz Time Domain Spectroscopy for the Identification of Two Cellulosic Fibers with Similar Chemical Composition,2013,Analytical Letters,46,6,,946,958,,9,10.1080/00032719.2012.747098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875831698&doi=10.1080%2f00032719.2012.747098&partnerID=40&md5=4290f4c1149a8edb764aa3adc691e4ff,"Key Laboratory of Advanced Textile Materials and Manufacturing Technology, Zhejiang Sci-Tech University, Hangzhou, Zhejiang, China; Ecological Engineering Research Center of Dyeing and Finishing Technology, Hangzhou, Zhejiang, China","Yan, C., Key Laboratory of Advanced Textile Materials and Manufacturing Technology, Zhejiang Sci-Tech University, Hangzhou, Zhejiang, China; Yang, B., Key Laboratory of Advanced Textile Materials and Manufacturing Technology, Zhejiang Sci-Tech University, Hangzhou, Zhejiang, China; Yu, Z., Key Laboratory of Advanced Textile Materials and Manufacturing Technology, Zhejiang Sci-Tech University, Hangzhou, Zhejiang, China, Ecological Engineering Research Center of Dyeing and Finishing Technology, Hangzhou, Zhejiang, China",Bamboo; Fibers; Glucose; Numerical simulation; Ramie; Terahertz,Boehmeria nivea,,Article,Final,,Scopus,2-s2.0-84875831698,2013
"Daéid N.N., Meier-Augenstein W., Kemp H.F.",23066390300;6601989061;24173027600;,Investigating the provenance of un-dyed spun cotton fibre using multi-isotope profiles and chemometric analysis,2011,Rapid Communications in Mass Spectrometry,25,13,,1812,1816,,12,10.1002/rcm.5046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958111898&doi=10.1002%2frcm.5046&partnerID=40&md5=a263518c1ab2880faf1aff6587099e72,"Department of Pure and Applied Chemistry, Centre for Forensic Sciences, University of Strathclyde, Glasgow G1 1XW, United Kingdom; Centre for Anatomy and Human Identification, College of Life Sciences, University of Dundee, Dow Street, Dundee DD1 5EH, United Kingdom; Stable Isotope Laboratory, Scottish Crop Research Institute Invergowrie, Dundee DD2 5DA, United Kingdom","Daéid, N.N., Department of Pure and Applied Chemistry, Centre for Forensic Sciences, University of Strathclyde, Glasgow G1 1XW, United Kingdom; Meier-Augenstein, W., Centre for Anatomy and Human Identification, College of Life Sciences, University of Dundee, Dow Street, Dundee DD1 5EH, United Kingdom, Stable Isotope Laboratory, Scottish Crop Research Institute Invergowrie, Dundee DD2 5DA, United Kingdom; Kemp, H.F., Stable Isotope Laboratory, Scottish Crop Research Institute Invergowrie, Dundee DD2 5DA, United Kingdom",,hydrogen; oxygen; article; classification; cotton; forensic science; mass spectrometry; methodology; principal component analysis; textile; Cotton Fiber; Forensic Sciences; Hydrogen; Mass Spectrometry; Oxygen Isotopes; Principal Component Analysis; Textiles,,Article,Final,,Scopus,2-s2.0-79958111898,2013
"Kato T., Hasegawa M., Kagawa M.",,Discrimination of White Cotton Fiber by the Detection of Residual Surfactants in Fibers,2011,Japanese Journal of Forensic Science and Technology,16,1,,29,42,,,10.3408/jafst.16.29,https://www.jstage.jst.go.jp/article/jafst/16/1/16_1_29/_article,"Criminal Investigation Laboratory, Shimane Prefectural Police H.Q., Matsue, Japan","Kato, T., Criminal Investigation Laboratory, Shimane Prefectural Police H.Q., Matsue, Japan; Hasegawa, M., Criminal Investigation Laboratory, Shimane Prefectural Police H.Q., Matsue, Japan; Kagawa, M., Criminal Investigation Laboratory, Shimane Prefectural Police H.Q., Matsue, Japan",Powder detergent for the clothes; White cotton fiber; Residual surfactant; LC/MS,,,Article,,,,,2013
"Borojevic K., Mountain R.",8898726000;55125133900;,Microscopic identification and sourcing of ancient egyptian plant fibres using longitudinal thin sectioning,2013,Archaeometry,55,1,,81,112,,6,10.1111/j.1475-4754.2012.00673.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872412052&doi=10.1111%2fj.1475-4754.2012.00673.x&partnerID=40&md5=48caae37398f55cebd788f535d59194d,"Boston University-Archaeology, 675 Commonwealth Ave, Boston, MA 02215, United States","Borojevic, K., Boston University-Archaeology, 675 Commonwealth Ave, Boston, MA 02215, United States; Mountain, R., Boston University-Archaeology, 675 Commonwealth Ave, Boston, MA 02215, United States",Egypt; Fibre; Light Microscopy; Longitudinal Thin Sections; Plants,archaeological evidence; archaeology; artifact; botany; microscopy; plant; Egypt; Cyperus papyrus; Desmostachya bipinnata; Hyphaene; Imperata cylindrica; Linum usitatissimum; Phragmites australis,,Article,Final,,Scopus,2-s2.0-84872412052,2013
Hess S.,,The identification of natural fibres using the Herzog effect,2012,"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna",,,,,,,,,,,,,,,Proceedings,,,,,2013
"Hiroma Y., Hokura A., Nakai I.",36625759900;6603425484;7006352348;,Forensic identification of trunk mat by trace element analysis of single fiber with laser ablation ICP-MS,2010,Bunseki Kagaku,59,9,,759,769,,6,10.2116/bunsekikagaku.59.759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349295611&doi=10.2116%2fbunsekikagaku.59.759&partnerID=40&md5=84f8b5f4d5266013fffa311212cfbbb5,"Faculty of Science, Tokyo University of Science, 1-3, Kagurazaka, Shinjuku-ku, Tokyo 162-8601, Japan; Faculty of Technology, Tokyo Denki University, 2-2, Kandanishikicho, Chiyoda-ku, Tokyo 101-8453, Japan","Hiroma, Y., Faculty of Science, Tokyo University of Science, 1-3, Kagurazaka, Shinjuku-ku, Tokyo 162-8601, Japan; Hokura, A., Faculty of Technology, Tokyo Denki University, 2-2, Kandanishikicho, Chiyoda-ku, Tokyo 101-8453, Japan; Nakai, I., Faculty of Science, Tokyo University of Science, 1-3, Kagurazaka, Shinjuku-ku, Tokyo 162-8601, Japan",Forensic science; LA-ICP-MS; Single fiber; Trace element,,,Article,Final,Open Access,Scopus,2-s2.0-78349295611,2013
Brinsko K.M.,24558532300;,"Optical characterization of some modern ""eco-friendly""",2010,Journal of Forensic Sciences,55,4,,915,923,,13,10.1111/j.1556-4029.2010.01369.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954343470&doi=10.1111%2fj.1556-4029.2010.01369.x&partnerID=40&md5=ecde04d215f676531f7155ebd24f4f1c,"McCrone Research Institute, Research Microscopist/Instructor, 2820 S. Michigan Ave, Chicago, IL 60616, United States","Brinsko, K.M., McCrone Research Institute, Research Microscopist/Instructor, 2820 S. Michigan Ave, Chicago, IL 60616, United States",alginate; azlon; bamboo rayon; chitin; criminalistics; fiber identification; forensic science; Fourier transform infrared spectroscopy; polarized light microscopy; polylactic acid,,,Article,Final,,Scopus,2-s2.0-77954343470,2013
,,,,,,,,,,,,,http://www.fabriclink.com,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://fibre2fashion.com,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://fs2012.empa.ch/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.fashion-links.de/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.fashionseek.net/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.ita.rwth-aachen.de/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.techexchange.com/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.texdata.com/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.texi.org/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.textile.fr/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.textileweb.com/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.textileworld.com,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.textilexpert.com/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.textilserver.de/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.trevira.de/,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://www.textileworld.com,,,,,,Webpage,,,,,2013
,,,,,,,,,,,,,http://textilesupdate.com,,,,,,Webpage,,,,,2013
